Solar generation [kW/kWp]
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.222
0.124
0.127
0.317
0.159
0.16
0.002
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.076
0.057
0.607
0.482
0.551
0.373
0.129
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.01
0.188
0.06
0.151
0.504
0.098
0.027
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.268
0.189
0.475
0.128
0.096
0.047
0.003
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.332
0.465
0.538
0.559
0.241
0.029
0.052
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.312
0.135
0.353
0.479
0.013
0.229
0.026
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.237
0.124
0.272
0.055
0.068
0.083
0.034
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.315
0.322
0.075
0.195
0.473
0.288
0.132
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.001
0.037
0.1
0.038
0.372
0.05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.329
0.326
0.36
0.577
0.531
0.201
0.003
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.077
0.035
0.141
0.029
0.507
0.395
0.119
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.222
0.489
0.483
0.621
0.519
0.387
0.151
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.044
0.086
0.426
0.591
0.429
0.053
0.107
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.146
0.038
0.036
0.035
0.138
0.065
0.001
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
