Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-01 00:00:00,Netherlands,Netherlands,NL,157.62,205.1,70.08,65.17,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 01:00:00,Netherlands,Netherlands,NL,158.0,205.45,69.23,64.33,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 02:00:00,Netherlands,Netherlands,NL,153.63,200.1,69.73,64.69,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 03:00:00,Netherlands,Netherlands,NL,156.07,203.03,69.24,64.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 04:00:00,Netherlands,Netherlands,NL,155.01,201.78,69.55,64.54,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 05:00:00,Netherlands,Netherlands,NL,155.42,202.27,69.36,64.21,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 06:00:00,Netherlands,Netherlands,NL,152.79,199.09,70.06,64.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 07:00:00,Netherlands,Netherlands,NL,156.77,203.93,69.24,64.16,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 08:00:00,Netherlands,Netherlands,NL,162.37,210.63,67.98,63.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 09:00:00,Netherlands,Netherlands,NL,129.68,176.05,74.54,71.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 10:00:00,Netherlands,Netherlands,NL,115.51,160.88,77.67,75.15,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 11:00:00,Netherlands,Netherlands,NL,114.68,160.45,77.75,75.08,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 12:00:00,Netherlands,Netherlands,NL,111.52,156.58,78.56,74.54,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 13:00:00,Netherlands,Netherlands,NL,112.45,157.19,78.62,74.34,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 14:00:00,Netherlands,Netherlands,NL,119.46,164.3,77.78,72.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 15:00:00,Netherlands,Netherlands,NL,154.86,202.52,72.15,64.02,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 16:00:00,Netherlands,Netherlands,NL,177.11,228.09,67.68,56.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 17:00:00,Netherlands,Netherlands,NL,188.57,241.75,65.82,56.09,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 18:00:00,Netherlands,Netherlands,NL,187.63,240.75,65.99,52.36,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 19:00:00,Netherlands,Netherlands,NL,186.04,239.27,65.7,50.45,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 20:00:00,Netherlands,Netherlands,NL,195.13,250.91,64.07,49.2,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 21:00:00,Netherlands,Netherlands,NL,188.71,242.91,65.73,51.79,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 22:00:00,Netherlands,Netherlands,NL,187.77,242.14,64.83,49.78,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 23:00:00,Netherlands,Netherlands,NL,171.57,222.24,67.05,50.79,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 00:00:00,Netherlands,Netherlands,NL,177.53,229.7,65.3,50.31,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 01:00:00,Netherlands,Netherlands,NL,181.73,234.67,64.84,52.72,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 02:00:00,Netherlands,Netherlands,NL,169.44,219.59,67.2,55.03,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 03:00:00,Netherlands,Netherlands,NL,176.04,227.58,66.18,53.01,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 04:00:00,Netherlands,Netherlands,NL,188.63,243.03,63.7,47.36,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 05:00:00,Netherlands,Netherlands,NL,194.6,249.25,63.67,50.51,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 06:00:00,Netherlands,Netherlands,NL,216.99,276.13,60.13,48.93,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 07:00:00,Netherlands,Netherlands,NL,234.4,296.21,58.26,48.05,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 08:00:00,Netherlands,Netherlands,NL,222.73,281.57,61.1,53.5,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 09:00:00,Netherlands,Netherlands,NL,182.09,236.09,68.92,62.82,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 10:00:00,Netherlands,Netherlands,NL,159.56,211.11,72.9,68.7,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 11:00:00,Netherlands,Netherlands,NL,152.7,204.23,73.21,69.17,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 12:00:00,Netherlands,Netherlands,NL,154.09,206.02,72.47,66.75,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 13:00:00,Netherlands,Netherlands,NL,160.38,212.82,71.66,65.9,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 14:00:00,Netherlands,Netherlands,NL,175.49,229.68,69.02,62.86,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 15:00:00,Netherlands,Netherlands,NL,216.43,275.26,61.52,53.08,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 16:00:00,Netherlands,Netherlands,NL,249.39,311.45,57.3,51.18,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 17:00:00,Netherlands,Netherlands,NL,267.54,332.16,55.15,51.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 18:00:00,Netherlands,Netherlands,NL,277.72,344.34,53.49,49.77,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 19:00:00,Netherlands,Netherlands,NL,279.92,346.88,53.53,49.56,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 20:00:00,Netherlands,Netherlands,NL,288.44,356.22,52.87,48.61,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 21:00:00,Netherlands,Netherlands,NL,297.99,367.62,51.13,46.61,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 22:00:00,Netherlands,Netherlands,NL,308.67,380.71,49.07,44.21,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 23:00:00,Netherlands,Netherlands,NL,312.54,384.09,49.53,43.97,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 00:00:00,Netherlands,Netherlands,NL,325.46,398.37,48.48,42.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 01:00:00,Netherlands,Netherlands,NL,336.3,412.27,45.46,38.78,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 02:00:00,Netherlands,Netherlands,NL,337.28,414.39,44.28,34.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 03:00:00,Netherlands,Netherlands,NL,299.44,373.2,47.95,35.0,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 04:00:00,Netherlands,Netherlands,NL,296.62,372.3,45.56,31.99,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 05:00:00,Netherlands,Netherlands,NL,299.37,376.69,43.5,30.24,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 06:00:00,Netherlands,Netherlands,NL,316.21,394.6,42.39,32.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 07:00:00,Netherlands,Netherlands,NL,286.92,361.52,46.0,36.47,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 08:00:00,Netherlands,Netherlands,NL,274.34,345.95,48.64,40.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 09:00:00,Netherlands,Netherlands,NL,213.67,276.0,60.66,54.98,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 10:00:00,Netherlands,Netherlands,NL,186.32,244.84,65.46,61.23,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 11:00:00,Netherlands,Netherlands,NL,170.95,227.57,67.58,63.4,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 12:00:00,Netherlands,Netherlands,NL,160.14,215.32,68.72,64.1,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 13:00:00,Netherlands,Netherlands,NL,158.29,212.59,69.12,64.67,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 14:00:00,Netherlands,Netherlands,NL,167.85,223.43,66.77,61.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 15:00:00,Netherlands,Netherlands,NL,212.79,274.39,57.89,51.03,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 16:00:00,Netherlands,Netherlands,NL,231.39,295.48,54.76,48.83,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 17:00:00,Netherlands,Netherlands,NL,235.28,300.05,53.89,49.74,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 18:00:00,Netherlands,Netherlands,NL,235.92,300.47,53.56,50.37,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 19:00:00,Netherlands,Netherlands,NL,229.71,292.66,54.82,51.94,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 20:00:00,Netherlands,Netherlands,NL,210.98,270.06,58.41,54.31,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 21:00:00,Netherlands,Netherlands,NL,199.92,256.53,60.63,56.34,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 22:00:00,Netherlands,Netherlands,NL,185.91,239.53,63.43,58.16,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 23:00:00,Netherlands,Netherlands,NL,170.99,221.47,66.3,60.03,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 00:00:00,Netherlands,Netherlands,NL,166.4,215.75,67.2,61.51,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 01:00:00,Netherlands,Netherlands,NL,164.85,213.84,67.49,62.02,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 02:00:00,Netherlands,Netherlands,NL,158.12,205.77,68.81,62.36,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 03:00:00,Netherlands,Netherlands,NL,157.98,205.54,68.85,62.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 04:00:00,Netherlands,Netherlands,NL,162.76,211.28,67.92,61.83,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 05:00:00,Netherlands,Netherlands,NL,165.02,213.95,67.48,62.38,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 06:00:00,Netherlands,Netherlands,NL,174.5,225.51,65.76,61.41,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 07:00:00,Netherlands,Netherlands,NL,186.27,239.79,63.85,60.46,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 08:00:00,Netherlands,Netherlands,NL,193.18,247.72,63.25,60.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 09:00:00,Netherlands,Netherlands,NL,157.22,208.76,69.77,67.03,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 10:00:00,Netherlands,Netherlands,NL,143.21,193.39,72.49,69.91,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 11:00:00,Netherlands,Netherlands,NL,138.97,188.59,73.55,71.29,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 12:00:00,Netherlands,Netherlands,NL,135.96,185.34,73.86,71.29,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 13:00:00,Netherlands,Netherlands,NL,138.64,188.31,73.3,70.7,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 14:00:00,Netherlands,Netherlands,NL,150.24,201.12,71.18,68.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 15:00:00,Netherlands,Netherlands,NL,186.6,241.32,64.44,61.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 16:00:00,Netherlands,Netherlands,NL,208.1,265.67,60.38,57.46,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 17:00:00,Netherlands,Netherlands,NL,202.06,258.89,61.19,58.37,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 18:00:00,Netherlands,Netherlands,NL,198.03,253.91,61.99,59.09,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 19:00:00,Netherlands,Netherlands,NL,190.69,244.74,63.68,60.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 20:00:00,Netherlands,Netherlands,NL,184.25,236.92,64.87,61.69,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 21:00:00,Netherlands,Netherlands,NL,176.77,227.4,66.88,63.58,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 22:00:00,Netherlands,Netherlands,NL,174.48,224.73,66.96,63.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 23:00:00,Netherlands,Netherlands,NL,175.02,225.58,66.52,63.15,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 00:00:00,Netherlands,Netherlands,NL,174.07,224.74,66.22,62.85,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 01:00:00,Netherlands,Netherlands,NL,174.49,225.32,66.01,62.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 02:00:00,Netherlands,Netherlands,NL,174.33,224.4,66.77,63.21,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 03:00:00,Netherlands,Netherlands,NL,174.95,225.62,66.04,62.53,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 04:00:00,Netherlands,Netherlands,NL,176.46,227.37,65.95,62.47,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 05:00:00,Netherlands,Netherlands,NL,187.02,239.12,65.24,61.74,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 06:00:00,Netherlands,Netherlands,NL,203.7,259.23,62.48,59.21,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 07:00:00,Netherlands,Netherlands,NL,224.4,283.96,59.09,55.97,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 08:00:00,Netherlands,Netherlands,NL,236.96,298.81,57.16,54.07,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 09:00:00,Netherlands,Netherlands,NL,196.09,254.35,64.15,61.61,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 10:00:00,Netherlands,Netherlands,NL,181.58,238.71,66.95,64.58,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 11:00:00,Netherlands,Netherlands,NL,170.21,226.83,68.07,65.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 12:00:00,Netherlands,Netherlands,NL,164.72,220.83,68.71,64.18,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 13:00:00,Netherlands,Netherlands,NL,174.98,233.66,66.43,61.3,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 14:00:00,Netherlands,Netherlands,NL,192.73,255.51,61.73,53.9,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 15:00:00,Netherlands,Netherlands,NL,246.33,317.04,50.69,39.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 16:00:00,Netherlands,Netherlands,NL,264.15,336.85,47.72,36.52,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 17:00:00,Netherlands,Netherlands,NL,279.49,355.06,44.35,34.38,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 18:00:00,Netherlands,Netherlands,NL,275.33,349.33,45.41,36.57,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 19:00:00,Netherlands,Netherlands,NL,259.01,329.28,48.76,41.76,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 20:00:00,Netherlands,Netherlands,NL,231.64,295.86,54.09,46.33,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 21:00:00,Netherlands,Netherlands,NL,215.92,276.4,57.31,51.23,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 22:00:00,Netherlands,Netherlands,NL,204.71,262.91,59.49,52.67,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-05 23:00:00,Netherlands,Netherlands,NL,187.87,242.27,62.89,56.4,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 00:00:00,Netherlands,Netherlands,NL,182.14,234.98,64.05,58.53,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 01:00:00,Netherlands,Netherlands,NL,179.65,231.79,64.57,59.87,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 02:00:00,Netherlands,Netherlands,NL,174.81,226.11,65.51,59.55,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 03:00:00,Netherlands,Netherlands,NL,172.65,223.44,65.93,60.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 04:00:00,Netherlands,Netherlands,NL,176.05,227.5,65.26,60.74,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 05:00:00,Netherlands,Netherlands,NL,183.64,236.73,63.86,59.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 06:00:00,Netherlands,Netherlands,NL,195.98,251.94,61.5,58.39,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 07:00:00,Netherlands,Netherlands,NL,215.96,274.48,60.0,57.0,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 08:00:00,Netherlands,Netherlands,NL,220.97,280.37,59.51,56.52,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 09:00:00,Netherlands,Netherlands,NL,175.24,229.55,67.82,65.26,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 10:00:00,Netherlands,Netherlands,NL,158.5,211.53,70.64,68.3,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 11:00:00,Netherlands,Netherlands,NL,153.86,206.5,71.42,69.16,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 12:00:00,Netherlands,Netherlands,NL,153.17,205.93,71.49,69.25,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 13:00:00,Netherlands,Netherlands,NL,156.61,209.54,71.15,68.8,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 14:00:00,Netherlands,Netherlands,NL,175.29,230.84,67.73,65.14,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 15:00:00,Netherlands,Netherlands,NL,222.78,283.67,59.92,55.96,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 16:00:00,Netherlands,Netherlands,NL,262.7,327.8,54.58,49.47,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 17:00:00,Netherlands,Netherlands,NL,262.01,328.51,53.18,48.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 18:00:00,Netherlands,Netherlands,NL,251.61,317.24,53.95,49.9,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 19:00:00,Netherlands,Netherlands,NL,228.27,290.66,56.73,50.94,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 20:00:00,Netherlands,Netherlands,NL,209.95,269.15,59.19,53.24,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 21:00:00,Netherlands,Netherlands,NL,198.51,255.41,61.06,56.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 22:00:00,Netherlands,Netherlands,NL,188.06,242.61,63.09,56.91,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-06 23:00:00,Netherlands,Netherlands,NL,165.82,215.4,67.15,57.98,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 00:00:00,Netherlands,Netherlands,NL,155.94,203.42,69.09,59.19,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 01:00:00,Netherlands,Netherlands,NL,154.43,201.52,69.41,60.5,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 02:00:00,Netherlands,Netherlands,NL,153.22,200.03,69.67,60.76,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 03:00:00,Netherlands,Netherlands,NL,152.17,198.74,69.89,60.72,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 04:00:00,Netherlands,Netherlands,NL,157.13,204.82,68.88,59.69,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 05:00:00,Netherlands,Netherlands,NL,159.51,207.53,68.46,60.12,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 06:00:00,Netherlands,Netherlands,NL,161.71,210.23,68.01,59.51,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 07:00:00,Netherlands,Netherlands,NL,165.1,214.05,67.56,57.72,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 08:00:00,Netherlands,Netherlands,NL,169.74,219.63,66.73,58.06,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 09:00:00,Netherlands,Netherlands,NL,134.87,182.65,73.67,67.86,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 10:00:00,Netherlands,Netherlands,NL,121.15,167.74,76.24,70.68,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 11:00:00,Netherlands,Netherlands,NL,117.19,163.34,76.9,71.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 12:00:00,Netherlands,Netherlands,NL,115.52,161.35,77.23,71.99,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 13:00:00,Netherlands,Netherlands,NL,118.55,164.61,76.62,71.03,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 14:00:00,Netherlands,Netherlands,NL,123.81,169.85,75.59,68.99,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 15:00:00,Netherlands,Netherlands,NL,148.1,195.79,70.97,62.28,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 16:00:00,Netherlands,Netherlands,NL,170.74,220.68,67.35,59.04,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 17:00:00,Netherlands,Netherlands,NL,175.54,226.64,66.24,59.31,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 18:00:00,Netherlands,Netherlands,NL,176.07,227.58,65.73,59.57,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 19:00:00,Netherlands,Netherlands,NL,166.52,216.08,67.56,61.19,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 20:00:00,Netherlands,Netherlands,NL,162.29,210.86,68.27,60.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 21:00:00,Netherlands,Netherlands,NL,161.33,209.52,68.2,60.84,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 22:00:00,Netherlands,Netherlands,NL,158.44,206.05,68.69,62.08,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-07 23:00:00,Netherlands,Netherlands,NL,159.62,207.51,68.6,60.55,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-08 00:00:00,Netherlands,Netherlands,NL,159.53,207.42,68.51,60.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-08 01:00:00,Netherlands,Netherlands,NL,156.69,203.87,69.08,61.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-08 02:00:00,Netherlands,Netherlands,NL,148.11,193.61,70.72,61.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-08 03:00:00,Netherlands,Netherlands,NL,146.71,192.03,70.98,61.75,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-08 04:00:00,Netherlands,Netherlands,NL,146.72,192.01,70.98,62.2,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-08 05:00:00,Netherlands,Netherlands,NL,148.68,194.33,70.61,60.91,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-01-08 06:00:00,Netherlands,Netherlands,NL,145.43,190.54,71.19,60.13,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
