Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-02-07 15:00:00,Netherlands,Netherlands,NL,294.09,378.54,42.04,39.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-07 16:00:00,Netherlands,Netherlands,NL,371.56,467.87,27.66,24.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-07 17:00:00,Netherlands,Netherlands,NL,408.81,509.96,21.66,18.26,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-07 18:00:00,Netherlands,Netherlands,NL,405.93,507.08,21.58,18.17,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-07 19:00:00,Netherlands,Netherlands,NL,414.62,517.52,19.47,16.33,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-07 20:00:00,Netherlands,Netherlands,NL,409.85,511.93,20.22,16.87,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-07 21:00:00,Netherlands,Netherlands,NL,407.06,509.59,19.81,16.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-07 22:00:00,Netherlands,Netherlands,NL,407.07,509.65,19.77,16.5,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-07 23:00:00,Netherlands,Netherlands,NL,413.57,514.74,21.1,17.41,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 00:00:00,Netherlands,Netherlands,NL,403.59,504.99,20.84,17.23,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 01:00:00,Netherlands,Netherlands,NL,399.39,500.29,21.28,17.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 02:00:00,Netherlands,Netherlands,NL,398.73,499.49,21.41,17.72,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 03:00:00,Netherlands,Netherlands,NL,399.45,500.35,21.27,17.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 04:00:00,Netherlands,Netherlands,NL,399.69,500.63,21.22,17.66,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 05:00:00,Netherlands,Netherlands,NL,403.49,505.27,20.47,17.14,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 06:00:00,Netherlands,Netherlands,NL,407.21,507.83,21.46,18.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 07:00:00,Netherlands,Netherlands,NL,409.03,507.24,23.62,20.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 08:00:00,Netherlands,Netherlands,NL,337.63,425.4,36.49,33.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 09:00:00,Netherlands,Netherlands,NL,277.38,354.77,48.63,46.18,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 10:00:00,Netherlands,Netherlands,NL,240.99,312.05,55.93,53.39,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 11:00:00,Netherlands,Netherlands,NL,223.58,293.25,57.77,55.29,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 12:00:00,Netherlands,Netherlands,NL,213.47,282.71,58.24,55.84,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 13:00:00,Netherlands,Netherlands,NL,211.93,280.85,58.34,55.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 14:00:00,Netherlands,Netherlands,NL,223.63,294.34,56.02,53.67,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 15:00:00,Netherlands,Netherlands,NL,253.65,329.38,50.16,47.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 16:00:00,Netherlands,Netherlands,NL,327.15,414.68,35.89,32.67,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 17:00:00,Netherlands,Netherlands,NL,366.96,457.59,31.07,27.86,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 18:00:00,Netherlands,Netherlands,NL,362.46,452.07,32.04,28.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 19:00:00,Netherlands,Netherlands,NL,353.37,440.65,34.03,30.81,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 20:00:00,Netherlands,Netherlands,NL,345.07,431.25,35.1,31.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 21:00:00,Netherlands,Netherlands,NL,337.43,421.84,36.74,33.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 22:00:00,Netherlands,Netherlands,NL,321.12,402.8,39.11,35.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-08 23:00:00,Netherlands,Netherlands,NL,324.54,404.02,41.28,37.23,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 00:00:00,Netherlands,Netherlands,NL,319.38,397.39,42.69,38.46,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 01:00:00,Netherlands,Netherlands,NL,311.61,388.54,43.69,39.43,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 02:00:00,Netherlands,Netherlands,NL,303.06,378.86,44.61,40.43,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 03:00:00,Netherlands,Netherlands,NL,286.34,360.2,46.19,42.39,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 04:00:00,Netherlands,Netherlands,NL,300.01,378.14,42.32,38.71,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 05:00:00,Netherlands,Netherlands,NL,313.19,393.38,40.34,37.15,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 06:00:00,Netherlands,Netherlands,NL,331.62,414.24,38.1,35.08,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 07:00:00,Netherlands,Netherlands,NL,336.35,419.33,37.67,34.53,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 08:00:00,Netherlands,Netherlands,NL,284.54,360.8,47.45,44.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 09:00:00,Netherlands,Netherlands,NL,234.79,304.14,55.83,53.47,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 10:00:00,Netherlands,Netherlands,NL,220.45,289.01,57.64,55.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 11:00:00,Netherlands,Netherlands,NL,202.55,268.48,60.24,58.19,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 12:00:00,Netherlands,Netherlands,NL,205.46,272.02,59.67,57.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 13:00:00,Netherlands,Netherlands,NL,216.85,285.75,57.42,55.41,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 14:00:00,Netherlands,Netherlands,NL,236.45,308.98,53.77,51.66,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 15:00:00,Netherlands,Netherlands,NL,261.94,338.71,48.94,46.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 16:00:00,Netherlands,Netherlands,NL,338.65,426.23,35.76,32.87,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 17:00:00,Netherlands,Netherlands,NL,383.55,475.24,30.0,26.75,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 18:00:00,Netherlands,Netherlands,NL,380.18,471.84,30.08,26.85,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 19:00:00,Netherlands,Netherlands,NL,376.44,466.56,31.36,27.98,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 20:00:00,Netherlands,Netherlands,NL,370.67,460.32,31.77,28.3,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 21:00:00,Netherlands,Netherlands,NL,353.2,440.36,34.1,30.41,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 22:00:00,Netherlands,Netherlands,NL,349.99,437.81,33.6,29.81,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-09 23:00:00,Netherlands,Netherlands,NL,339.84,425.7,35.51,31.77,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 00:00:00,Netherlands,Netherlands,NL,338.92,424.05,36.28,32.41,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 01:00:00,Netherlands,Netherlands,NL,332.54,419.15,34.87,31.12,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 02:00:00,Netherlands,Netherlands,NL,336.89,424.61,33.96,30.23,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 03:00:00,Netherlands,Netherlands,NL,337.21,425.03,33.86,30.07,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 04:00:00,Netherlands,Netherlands,NL,338.67,426.73,33.53,29.72,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 05:00:00,Netherlands,Netherlands,NL,347.59,437.44,31.76,28.34,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 06:00:00,Netherlands,Netherlands,NL,351.11,441.5,31.12,27.9,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 07:00:00,Netherlands,Netherlands,NL,359.94,448.55,32.64,29.34,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 08:00:00,Netherlands,Netherlands,NL,285.21,363.75,45.56,42.79,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 09:00:00,Netherlands,Netherlands,NL,228.26,297.98,55.81,53.41,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 10:00:00,Netherlands,Netherlands,NL,179.73,240.63,64.96,62.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 11:00:00,Netherlands,Netherlands,NL,153.99,209.61,69.83,67.67,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 12:00:00,Netherlands,Netherlands,NL,152.72,207.63,70.09,68.04,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 13:00:00,Netherlands,Netherlands,NL,150.47,204.86,70.5,68.45,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 14:00:00,Netherlands,Netherlands,NL,162.5,219.07,68.11,66.06,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 15:00:00,Netherlands,Netherlands,NL,174.98,232.91,65.72,63.58,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 16:00:00,Netherlands,Netherlands,NL,230.13,295.89,55.53,52.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 17:00:00,Netherlands,Netherlands,NL,262.87,331.67,50.55,47.52,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 18:00:00,Netherlands,Netherlands,NL,254.12,320.68,52.43,49.31,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 19:00:00,Netherlands,Netherlands,NL,241.03,305.31,54.51,51.24,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 20:00:00,Netherlands,Netherlands,NL,219.78,280.09,58.26,54.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 21:00:00,Netherlands,Netherlands,NL,211.08,269.94,59.53,56.13,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 22:00:00,Netherlands,Netherlands,NL,210.92,269.67,59.66,56.09,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-10 23:00:00,Netherlands,Netherlands,NL,221.25,282.8,56.69,53.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 00:00:00,Netherlands,Netherlands,NL,219.35,280.6,56.98,53.68,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 01:00:00,Netherlands,Netherlands,NL,216.91,277.46,57.64,54.22,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 02:00:00,Netherlands,Netherlands,NL,222.54,283.93,57.15,53.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 03:00:00,Netherlands,Netherlands,NL,225.89,288.76,55.82,52.0,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 04:00:00,Netherlands,Netherlands,NL,229.44,292.79,55.62,51.61,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 05:00:00,Netherlands,Netherlands,NL,243.05,309.86,52.36,48.54,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 06:00:00,Netherlands,Netherlands,NL,260.53,329.87,50.34,46.64,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 07:00:00,Netherlands,Netherlands,NL,273.4,345.41,47.94,44.37,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 08:00:00,Netherlands,Netherlands,NL,227.03,293.57,56.89,54.07,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 09:00:00,Netherlands,Netherlands,NL,195.72,257.88,63.15,60.68,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 10:00:00,Netherlands,Netherlands,NL,186.81,248.51,64.29,62.0,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 11:00:00,Netherlands,Netherlands,NL,182.92,243.85,65.32,63.05,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 12:00:00,Netherlands,Netherlands,NL,178.65,238.27,66.78,64.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 13:00:00,Netherlands,Netherlands,NL,186.13,247.32,65.38,62.97,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 14:00:00,Netherlands,Netherlands,NL,202.77,267.92,61.42,59.02,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 15:00:00,Netherlands,Netherlands,NL,234.62,305.21,55.48,52.92,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 16:00:00,Netherlands,Netherlands,NL,308.77,391.12,41.57,38.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 17:00:00,Netherlands,Netherlands,NL,375.84,467.49,30.16,26.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 18:00:00,Netherlands,Netherlands,NL,374.31,467.52,28.79,24.91,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 19:00:00,Netherlands,Netherlands,NL,373.52,467.72,27.85,23.91,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 20:00:00,Netherlands,Netherlands,NL,374.67,469.34,27.73,23.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 21:00:00,Netherlands,Netherlands,NL,373.82,467.76,28.72,24.28,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 22:00:00,Netherlands,Netherlands,NL,385.11,480.61,27.32,22.86,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-11 23:00:00,Netherlands,Netherlands,NL,384.1,476.77,30.07,24.97,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 00:00:00,Netherlands,Netherlands,NL,391.0,483.39,30.34,24.82,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 01:00:00,Netherlands,Netherlands,NL,404.19,496.2,30.65,24.87,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 02:00:00,Netherlands,Netherlands,NL,407.48,499.63,30.73,24.83,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 03:00:00,Netherlands,Netherlands,NL,401.69,493.35,31.01,24.96,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 04:00:00,Netherlands,Netherlands,NL,393.26,486.35,29.54,23.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 05:00:00,Netherlands,Netherlands,NL,388.38,481.95,29.34,23.51,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 06:00:00,Netherlands,Netherlands,NL,393.26,487.86,28.22,22.66,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 07:00:00,Netherlands,Netherlands,NL,396.43,491.9,27.44,22.04,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 08:00:00,Netherlands,Netherlands,NL,295.18,376.0,45.64,41.82,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 09:00:00,Netherlands,Netherlands,NL,254.28,328.29,54.1,50.8,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 10:00:00,Netherlands,Netherlands,NL,238.01,309.66,56.81,53.75,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 11:00:00,Netherlands,Netherlands,NL,228.0,299.0,57.67,54.78,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 12:00:00,Netherlands,Netherlands,NL,229.22,298.61,59.21,56.1,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 13:00:00,Netherlands,Netherlands,NL,232.37,302.09,58.7,55.55,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 14:00:00,Netherlands,Netherlands,NL,239.93,311.76,56.26,53.16,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 15:00:00,Netherlands,Netherlands,NL,263.47,340.34,50.52,47.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 16:00:00,Netherlands,Netherlands,NL,339.08,428.26,35.9,32.4,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 17:00:00,Netherlands,Netherlands,NL,411.14,510.07,23.92,19.81,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 18:00:00,Netherlands,Netherlands,NL,422.95,521.82,23.69,19.57,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 19:00:00,Netherlands,Netherlands,NL,414.35,513.64,23.54,19.47,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 20:00:00,Netherlands,Netherlands,NL,405.54,504.86,23.55,19.38,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 21:00:00,Netherlands,Netherlands,NL,386.28,485.08,24.13,19.99,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 22:00:00,Netherlands,Netherlands,NL,393.27,490.92,25.1,20.71,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-12 23:00:00,Netherlands,Netherlands,NL,386.93,483.14,26.34,21.71,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 00:00:00,Netherlands,Netherlands,NL,383.48,479.93,26.11,21.47,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 01:00:00,Netherlands,Netherlands,NL,379.87,476.82,25.72,21.15,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 02:00:00,Netherlands,Netherlands,NL,380.37,477.55,25.56,21.04,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 03:00:00,Netherlands,Netherlands,NL,382.21,479.93,24.94,20.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 04:00:00,Netherlands,Netherlands,NL,383.08,481.01,24.78,20.76,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 05:00:00,Netherlands,Netherlands,NL,389.53,488.75,23.48,19.87,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 06:00:00,Netherlands,Netherlands,NL,398.36,499.3,21.63,18.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 07:00:00,Netherlands,Netherlands,NL,402.98,504.75,20.64,17.47,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 08:00:00,Netherlands,Netherlands,NL,314.23,401.65,38.24,35.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 09:00:00,Netherlands,Netherlands,NL,276.99,358.48,45.56,43.28,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 10:00:00,Netherlands,Netherlands,NL,264.1,343.23,48.01,45.92,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 11:00:00,Netherlands,Netherlands,NL,242.01,317.41,52.46,50.16,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 12:00:00,Netherlands,Netherlands,NL,239.94,314.92,52.77,50.53,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 13:00:00,Netherlands,Netherlands,NL,240.7,315.72,52.62,50.36,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 14:00:00,Netherlands,Netherlands,NL,253.22,330.31,50.09,47.87,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 15:00:00,Netherlands,Netherlands,NL,279.86,361.6,44.66,41.76,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 16:00:00,Netherlands,Netherlands,NL,341.1,433.01,32.45,28.54,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 17:00:00,Netherlands,Netherlands,NL,399.28,500.47,21.09,17.21,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 18:00:00,Netherlands,Netherlands,NL,395.15,495.29,22.01,18.19,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 19:00:00,Netherlands,Netherlands,NL,400.46,501.56,21.07,18.15,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 20:00:00,Netherlands,Netherlands,NL,399.77,500.72,21.21,18.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 21:00:00,Netherlands,Netherlands,NL,400.08,501.11,21.14,18.22,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 22:00:00,Netherlands,Netherlands,NL,400.56,501.69,21.05,18.08,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-13 23:00:00,Netherlands,Netherlands,NL,398.46,499.15,21.46,18.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 00:00:00,Netherlands,Netherlands,NL,399.73,500.69,21.21,18.1,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 01:00:00,Netherlands,Netherlands,NL,398.39,499.06,21.48,18.39,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 02:00:00,Netherlands,Netherlands,NL,396.07,496.23,21.93,18.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 03:00:00,Netherlands,Netherlands,NL,394.02,493.72,22.34,19.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 04:00:00,Netherlands,Netherlands,NL,392.2,491.49,22.7,19.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 05:00:00,Netherlands,Netherlands,NL,396.54,496.77,21.84,18.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 06:00:00,Netherlands,Netherlands,NL,404.73,506.57,20.23,17.35,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 07:00:00,Netherlands,Netherlands,NL,407.85,510.26,19.61,16.8,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 08:00:00,Netherlands,Netherlands,NL,320.54,408.62,36.82,34.56,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 09:00:00,Netherlands,Netherlands,NL,277.96,358.86,45.22,43.2,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 10:00:00,Netherlands,Netherlands,NL,263.37,341.93,48.09,46.12,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 11:00:00,Netherlands,Netherlands,NL,260.33,338.52,48.69,46.75,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 12:00:00,Netherlands,Netherlands,NL,253.83,330.94,49.97,47.99,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 13:00:00,Netherlands,Netherlands,NL,265.74,345.1,47.62,45.69,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 14:00:00,Netherlands,Netherlands,NL,273.41,354.25,46.11,44.07,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 15:00:00,Netherlands,Netherlands,NL,295.24,380.06,41.57,38.55,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 16:00:00,Netherlands,Netherlands,NL,351.72,445.9,30.38,26.7,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 17:00:00,Netherlands,Netherlands,NL,416.6,521.25,17.89,15.07,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 18:00:00,Netherlands,Netherlands,NL,413.8,517.83,18.44,15.58,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 19:00:00,Netherlands,Netherlands,NL,410.77,514.13,19.04,16.21,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 20:00:00,Netherlands,Netherlands,NL,407.49,510.13,19.68,16.83,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2023-02-14 21:00:00,Netherlands,Netherlands,NL,406.75,509.22,19.83,16.93,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
