"MTU (CET/CEST)","Area","Sequence","Day-ahead Price [EUR/MWh]","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/04/2024 13:00:00 - 02/04/2024 14:00:00","BZN|NL","Without sequence","2.5","",""
"02/04/2024 14:00:00 - 02/04/2024 15:00:00","BZN|NL","Without sequence","0.17","",""
"02/04/2024 15:00:00 - 02/04/2024 16:00:00","BZN|NL","Without sequence","0.0","",""
"02/04/2024 16:00:00 - 02/04/2024 17:00:00","BZN|NL","Without sequence","4.31","",""
"02/04/2024 17:00:00 - 02/04/2024 18:00:00","BZN|NL","Without sequence","41.46","",""
"02/04/2024 18:00:00 - 02/04/2024 19:00:00","BZN|NL","Without sequence","72.7","",""
"02/04/2024 19:00:00 - 02/04/2024 20:00:00","BZN|NL","Without sequence","104.0","",""
"02/04/2024 20:00:00 - 02/04/2024 21:00:00","BZN|NL","Without sequence","110.0","",""
"02/04/2024 21:00:00 - 02/04/2024 22:00:00","BZN|NL","Without sequence","99.0","",""
"02/04/2024 22:00:00 - 02/04/2024 23:00:00","BZN|NL","Without sequence","76.26","",""
"02/04/2024 23:00:00 - 03/04/2024 00:00:00","BZN|NL","Without sequence","72.43","",""
"03/04/2024 00:00:00 - 03/04/2024 01:00:00","BZN|NL","Without sequence","72.74","",""
"03/04/2024 01:00:00 - 03/04/2024 02:00:00","BZN|NL","Without sequence","66.31","",""
"03/04/2024 02:00:00 - 03/04/2024 03:00:00","BZN|NL","Without sequence","62.64","",""
"03/04/2024 03:00:00 - 03/04/2024 04:00:00","BZN|NL","Without sequence","64.66","",""
"03/04/2024 04:00:00 - 03/04/2024 05:00:00","BZN|NL","Without sequence","64.89","",""
"03/04/2024 05:00:00 - 03/04/2024 06:00:00","BZN|NL","Without sequence","68.73","",""
"03/04/2024 06:00:00 - 03/04/2024 07:00:00","BZN|NL","Without sequence","82.94","",""
"03/04/2024 07:00:00 - 03/04/2024 08:00:00","BZN|NL","Without sequence","106.52","",""
"03/04/2024 08:00:00 - 03/04/2024 09:00:00","BZN|NL","Without sequence","117.93","",""
"03/04/2024 09:00:00 - 03/04/2024 10:00:00","BZN|NL","Without sequence","102.44","",""
"03/04/2024 10:00:00 - 03/04/2024 11:00:00","BZN|NL","Without sequence","107.35","",""
"03/04/2024 11:00:00 - 03/04/2024 12:00:00","BZN|NL","Without sequence","90.92","",""
"03/04/2024 12:00:00 - 03/04/2024 13:00:00","BZN|NL","Without sequence","78.72","",""
"03/04/2024 13:00:00 - 03/04/2024 14:00:00","BZN|NL","Without sequence","65.8","",""
"03/04/2024 14:00:00 - 03/04/2024 15:00:00","BZN|NL","Without sequence","58.9","",""
"03/04/2024 15:00:00 - 03/04/2024 16:00:00","BZN|NL","Without sequence","58.09","",""
"03/04/2024 16:00:00 - 03/04/2024 17:00:00","BZN|NL","Without sequence","60.97","",""
"03/04/2024 17:00:00 - 03/04/2024 18:00:00","BZN|NL","Without sequence","70.31","",""
"03/04/2024 18:00:00 - 03/04/2024 19:00:00","BZN|NL","Without sequence","85.0","",""
"03/04/2024 19:00:00 - 03/04/2024 20:00:00","BZN|NL","Without sequence","91.69","",""
"03/04/2024 20:00:00 - 03/04/2024 21:00:00","BZN|NL","Without sequence","92.65","",""
"03/04/2024 21:00:00 - 03/04/2024 22:00:00","BZN|NL","Without sequence","70.71","",""
"03/04/2024 22:00:00 - 03/04/2024 23:00:00","BZN|NL","Without sequence","65.49","",""
"03/04/2024 23:00:00 - 04/04/2024 00:00:00","BZN|NL","Without sequence","55.33","",""
"04/04/2024 00:00:00 - 04/04/2024 01:00:00","BZN|NL","Without sequence","42.63","",""
"04/04/2024 01:00:00 - 04/04/2024 02:00:00","BZN|NL","Without sequence","40.28","",""
"04/04/2024 02:00:00 - 04/04/2024 03:00:00","BZN|NL","Without sequence","39.08","",""
"04/04/2024 03:00:00 - 04/04/2024 04:00:00","BZN|NL","Without sequence","39.67","",""
"04/04/2024 04:00:00 - 04/04/2024 05:00:00","BZN|NL","Without sequence","40.03","",""
"04/04/2024 05:00:00 - 04/04/2024 06:00:00","BZN|NL","Without sequence","43.07","",""
"04/04/2024 06:00:00 - 04/04/2024 07:00:00","BZN|NL","Without sequence","53.49","",""
"04/04/2024 07:00:00 - 04/04/2024 08:00:00","BZN|NL","Without sequence","65.47","",""
"04/04/2024 08:00:00 - 04/04/2024 09:00:00","BZN|NL","Without sequence","75.33","",""
"04/04/2024 09:00:00 - 04/04/2024 10:00:00","BZN|NL","Without sequence","71.79","",""
"04/04/2024 10:00:00 - 04/04/2024 11:00:00","BZN|NL","Without sequence","69.17","",""
"04/04/2024 11:00:00 - 04/04/2024 12:00:00","BZN|NL","Without sequence","63.06","",""
"04/04/2024 12:00:00 - 04/04/2024 13:00:00","BZN|NL","Without sequence","51.77","",""
"04/04/2024 13:00:00 - 04/04/2024 14:00:00","BZN|NL","Without sequence","45.88","",""
"04/04/2024 14:00:00 - 04/04/2024 15:00:00","BZN|NL","Without sequence","45.15","",""
"04/04/2024 15:00:00 - 04/04/2024 16:00:00","BZN|NL","Without sequence","44.17","",""
"04/04/2024 16:00:00 - 04/04/2024 17:00:00","BZN|NL","Without sequence","44.9","",""
"04/04/2024 17:00:00 - 04/04/2024 18:00:00","BZN|NL","Without sequence","56.75","",""
"04/04/2024 18:00:00 - 04/04/2024 19:00:00","BZN|NL","Without sequence","65.1","",""
"04/04/2024 19:00:00 - 04/04/2024 20:00:00","BZN|NL","Without sequence","103.7","",""
"04/04/2024 20:00:00 - 04/04/2024 21:00:00","BZN|NL","Without sequence","99.5","",""
"04/04/2024 21:00:00 - 04/04/2024 22:00:00","BZN|NL","Without sequence","75.7","",""
"04/04/2024 22:00:00 - 04/04/2024 23:00:00","BZN|NL","Without sequence","67.0","",""
"04/04/2024 23:00:00 - 05/04/2024 00:00:00","BZN|NL","Without sequence","57.85","",""
"05/04/2024 00:00:00 - 05/04/2024 01:00:00","BZN|NL","Without sequence","58.12","",""
"05/04/2024 01:00:00 - 05/04/2024 02:00:00","BZN|NL","Without sequence","54.46","",""
"05/04/2024 02:00:00 - 05/04/2024 03:00:00","BZN|NL","Without sequence","50.04","",""
"05/04/2024 03:00:00 - 05/04/2024 04:00:00","BZN|NL","Without sequence","47.98","",""
"05/04/2024 04:00:00 - 05/04/2024 05:00:00","BZN|NL","Without sequence","47.37","",""
"05/04/2024 05:00:00 - 05/04/2024 06:00:00","BZN|NL","Without sequence","52.0","",""
"05/04/2024 06:00:00 - 05/04/2024 07:00:00","BZN|NL","Without sequence","62.53","",""
"05/04/2024 07:00:00 - 05/04/2024 08:00:00","BZN|NL","Without sequence","76.79","",""
"05/04/2024 08:00:00 - 05/04/2024 09:00:00","BZN|NL","Without sequence","80.0","",""
"05/04/2024 09:00:00 - 05/04/2024 10:00:00","BZN|NL","Without sequence","67.59","",""
"05/04/2024 10:00:00 - 05/04/2024 11:00:00","BZN|NL","Without sequence","50.0","",""
"05/04/2024 11:00:00 - 05/04/2024 12:00:00","BZN|NL","Without sequence","23.7","",""
"05/04/2024 12:00:00 - 05/04/2024 13:00:00","BZN|NL","Without sequence","8.48","",""
"05/04/2024 13:00:00 - 05/04/2024 14:00:00","BZN|NL","Without sequence","0.0","",""
"05/04/2024 14:00:00 - 05/04/2024 15:00:00","BZN|NL","Without sequence","-0.2","",""
"05/04/2024 15:00:00 - 05/04/2024 16:00:00","BZN|NL","Without sequence","-10.07","",""
"05/04/2024 16:00:00 - 05/04/2024 17:00:00","BZN|NL","Without sequence","-15.0","",""
"05/04/2024 17:00:00 - 05/04/2024 18:00:00","BZN|NL","Without sequence","6.0","",""
"05/04/2024 18:00:00 - 05/04/2024 19:00:00","BZN|NL","Without sequence","44.66","",""
"05/04/2024 19:00:00 - 05/04/2024 20:00:00","BZN|NL","Without sequence","58.4","",""
"05/04/2024 20:00:00 - 05/04/2024 21:00:00","BZN|NL","Without sequence","64.89","",""
"05/04/2024 21:00:00 - 05/04/2024 22:00:00","BZN|NL","Without sequence","62.94","",""
"05/04/2024 22:00:00 - 05/04/2024 23:00:00","BZN|NL","Without sequence","58.99","",""
"05/04/2024 23:00:00 - 06/04/2024 00:00:00","BZN|NL","Without sequence","50.2","",""
"06/04/2024 00:00:00 - 06/04/2024 01:00:00","BZN|NL","Without sequence","42.31","",""
"06/04/2024 01:00:00 - 06/04/2024 02:00:00","BZN|NL","Without sequence","43.78","",""
"06/04/2024 02:00:00 - 06/04/2024 03:00:00","BZN|NL","Without sequence","44.0","",""
"06/04/2024 03:00:00 - 06/04/2024 04:00:00","BZN|NL","Without sequence","44.87","",""
"06/04/2024 04:00:00 - 06/04/2024 05:00:00","BZN|NL","Without sequence","48.09","",""
"06/04/2024 05:00:00 - 06/04/2024 06:00:00","BZN|NL","Without sequence","48.25","",""
"06/04/2024 06:00:00 - 06/04/2024 07:00:00","BZN|NL","Without sequence","50.01","",""
"06/04/2024 07:00:00 - 06/04/2024 08:00:00","BZN|NL","Without sequence","51.19","",""
"06/04/2024 08:00:00 - 06/04/2024 09:00:00","BZN|NL","Without sequence","48.0","",""
"06/04/2024 09:00:00 - 06/04/2024 10:00:00","BZN|NL","Without sequence","27.16","",""
"06/04/2024 10:00:00 - 06/04/2024 11:00:00","BZN|NL","Without sequence","-14.86","",""
"06/04/2024 11:00:00 - 06/04/2024 12:00:00","BZN|NL","Without sequence","-22.1","",""
"06/04/2024 12:00:00 - 06/04/2024 13:00:00","BZN|NL","Without sequence","-50.0","",""
"06/04/2024 13:00:00 - 06/04/2024 14:00:00","BZN|NL","Without sequence","-120.92","",""
"06/04/2024 14:00:00 - 06/04/2024 15:00:00","BZN|NL","Without sequence","-125.3","",""
"06/04/2024 15:00:00 - 06/04/2024 16:00:00","BZN|NL","Without sequence","-50.0","",""
"06/04/2024 16:00:00 - 06/04/2024 17:00:00","BZN|NL","Without sequence","-20.0","",""
"06/04/2024 17:00:00 - 06/04/2024 18:00:00","BZN|NL","Without sequence","0.0","",""
"06/04/2024 18:00:00 - 06/04/2024 19:00:00","BZN|NL","Without sequence","55.92","",""
"06/04/2024 19:00:00 - 06/04/2024 20:00:00","BZN|NL","Without sequence","69.2","",""
"06/04/2024 20:00:00 - 06/04/2024 21:00:00","BZN|NL","Without sequence","65.0","",""
"06/04/2024 21:00:00 - 06/04/2024 22:00:00","BZN|NL","Without sequence","64.9","",""
"06/04/2024 22:00:00 - 06/04/2024 23:00:00","BZN|NL","Without sequence","46.6","",""
"06/04/2024 23:00:00 - 07/04/2024 00:00:00","BZN|NL","Without sequence","30.0","",""
"07/04/2024 00:00:00 - 07/04/2024 01:00:00","BZN|NL","Without sequence","10.24","",""
"07/04/2024 01:00:00 - 07/04/2024 02:00:00","BZN|NL","Without sequence","0.09","",""
"07/04/2024 02:00:00 - 07/04/2024 03:00:00","BZN|NL","Without sequence","0.0","",""
"07/04/2024 03:00:00 - 07/04/2024 04:00:00","BZN|NL","Without sequence","0.0","",""
"07/04/2024 04:00:00 - 07/04/2024 05:00:00","BZN|NL","Without sequence","0.0","",""
"07/04/2024 05:00:00 - 07/04/2024 06:00:00","BZN|NL","Without sequence","0.0","",""
"07/04/2024 06:00:00 - 07/04/2024 07:00:00","BZN|NL","Without sequence","0.0","",""
"07/04/2024 07:00:00 - 07/04/2024 08:00:00","BZN|NL","Without sequence","0.0","",""
"07/04/2024 08:00:00 - 07/04/2024 09:00:00","BZN|NL","Without sequence","0.0","",""
"07/04/2024 09:00:00 - 07/04/2024 10:00:00","BZN|NL","Without sequence","-0.01","",""
"07/04/2024 10:00:00 - 07/04/2024 11:00:00","BZN|NL","Without sequence","-10.01","",""
"07/04/2024 11:00:00 - 07/04/2024 12:00:00","BZN|NL","Without sequence","-21.0","",""
"07/04/2024 12:00:00 - 07/04/2024 13:00:00","BZN|NL","Without sequence","-34.91","",""
"07/04/2024 13:00:00 - 07/04/2024 14:00:00","BZN|NL","Without sequence","-50.0","",""
"07/04/2024 14:00:00 - 07/04/2024 15:00:00","BZN|NL","Without sequence","-49.0","",""
"07/04/2024 15:00:00 - 07/04/2024 16:00:00","BZN|NL","Without sequence","-20.0","",""
"07/04/2024 16:00:00 - 07/04/2024 17:00:00","BZN|NL","Without sequence","-0.16","",""
"07/04/2024 17:00:00 - 07/04/2024 18:00:00","BZN|NL","Without sequence","4.28","",""
"07/04/2024 18:00:00 - 07/04/2024 19:00:00","BZN|NL","Without sequence","51.32","",""
"07/04/2024 19:00:00 - 07/04/2024 20:00:00","BZN|NL","Without sequence","84.0","",""
"07/04/2024 20:00:00 - 07/04/2024 21:00:00","BZN|NL","Without sequence","90.93","",""
"07/04/2024 21:00:00 - 07/04/2024 22:00:00","BZN|NL","Without sequence","80.1","",""
"07/04/2024 22:00:00 - 07/04/2024 23:00:00","BZN|NL","Without sequence","75.31","",""
"07/04/2024 23:00:00 - 08/04/2024 00:00:00","BZN|NL","Without sequence","69.68","",""
"08/04/2024 00:00:00 - 08/04/2024 01:00:00","BZN|NL","Without sequence","70.1","",""
"08/04/2024 01:00:00 - 08/04/2024 02:00:00","BZN|NL","Without sequence","64.53","",""
"08/04/2024 02:00:00 - 08/04/2024 03:00:00","BZN|NL","Without sequence","63.91","",""
"08/04/2024 03:00:00 - 08/04/2024 04:00:00","BZN|NL","Without sequence","66.06","",""
"08/04/2024 04:00:00 - 08/04/2024 05:00:00","BZN|NL","Without sequence","66.49","",""
"08/04/2024 05:00:00 - 08/04/2024 06:00:00","BZN|NL","Without sequence","69.48","",""
"08/04/2024 06:00:00 - 08/04/2024 07:00:00","BZN|NL","Without sequence","93.19","",""
"08/04/2024 07:00:00 - 08/04/2024 08:00:00","BZN|NL","Without sequence","149.78","",""
"08/04/2024 08:00:00 - 08/04/2024 09:00:00","BZN|NL","Without sequence","128.52","",""
"08/04/2024 09:00:00 - 08/04/2024 10:00:00","BZN|NL","Without sequence","85.51","",""
"08/04/2024 10:00:00 - 08/04/2024 11:00:00","BZN|NL","Without sequence","69.89","",""
"08/04/2024 11:00:00 - 08/04/2024 12:00:00","BZN|NL","Without sequence","67.1","",""
"08/04/2024 12:00:00 - 08/04/2024 13:00:00","BZN|NL","Without sequence","64.7","",""
"08/04/2024 13:00:00 - 08/04/2024 14:00:00","BZN|NL","Without sequence","60.0","",""
"08/04/2024 14:00:00 - 08/04/2024 15:00:00","BZN|NL","Without sequence","57.89","",""
"08/04/2024 15:00:00 - 08/04/2024 16:00:00","BZN|NL","Without sequence","63.4","",""
"08/04/2024 16:00:00 - 08/04/2024 17:00:00","BZN|NL","Without sequence","70.0","",""
"08/04/2024 17:00:00 - 08/04/2024 18:00:00","BZN|NL","Without sequence","75.01","",""
"08/04/2024 18:00:00 - 08/04/2024 19:00:00","BZN|NL","Without sequence","104.9","",""
"08/04/2024 19:00:00 - 08/04/2024 20:00:00","BZN|NL","Without sequence","137.3","",""
"08/04/2024 20:00:00 - 08/04/2024 21:00:00","BZN|NL","Without sequence","124.8","",""
"08/04/2024 21:00:00 - 08/04/2024 22:00:00","BZN|NL","Without sequence","84.85","",""
"08/04/2024 22:00:00 - 08/04/2024 23:00:00","BZN|NL","Without sequence","77.0","",""
"08/04/2024 23:00:00 - 09/04/2024 00:00:00","BZN|NL","Without sequence","75.56","",""
"09/04/2024 00:00:00 - 09/04/2024 01:00:00","BZN|NL","Without sequence","83.31","",""
"09/04/2024 01:00:00 - 09/04/2024 02:00:00","BZN|NL","Without sequence","69.39","",""
"09/04/2024 02:00:00 - 09/04/2024 03:00:00","BZN|NL","Without sequence","64.73","",""
"09/04/2024 03:00:00 - 09/04/2024 04:00:00","BZN|NL","Without sequence","59.02","",""
"09/04/2024 04:00:00 - 09/04/2024 05:00:00","BZN|NL","Without sequence","60.84","",""
"09/04/2024 05:00:00 - 09/04/2024 06:00:00","BZN|NL","Without sequence","65.48","",""
"09/04/2024 06:00:00 - 09/04/2024 07:00:00","BZN|NL","Without sequence","77.2","",""
"09/04/2024 07:00:00 - 09/04/2024 08:00:00","BZN|NL","Without sequence","89.95","",""
"09/04/2024 08:00:00 - 09/04/2024 09:00:00","BZN|NL","Without sequence","79.78","",""
"09/04/2024 09:00:00 - 09/04/2024 10:00:00","BZN|NL","Without sequence","68.3","",""
"09/04/2024 10:00:00 - 09/04/2024 11:00:00","BZN|NL","Without sequence","50.5","",""
"09/04/2024 11:00:00 - 09/04/2024 12:00:00","BZN|NL","Without sequence","42.87","",""
"09/04/2024 12:00:00 - 09/04/2024 13:00:00","BZN|NL","Without sequence","32.78","",""
"09/04/2024 13:00:00 - 09/04/2024 14:00:00","BZN|NL","Without sequence","7.1","",""
"09/04/2024 14:00:00 - 09/04/2024 15:00:00","BZN|NL","Without sequence","7.56","",""
"09/04/2024 15:00:00 - 09/04/2024 16:00:00","BZN|NL","Without sequence","0.0","",""
"09/04/2024 16:00:00 - 09/04/2024 17:00:00","BZN|NL","Without sequence","13.2","",""
"09/04/2024 17:00:00 - 09/04/2024 18:00:00","BZN|NL","Without sequence","40.72","",""
"09/04/2024 18:00:00 - 09/04/2024 19:00:00","BZN|NL","Without sequence","61.6","",""
"09/04/2024 19:00:00 - 09/04/2024 20:00:00","BZN|NL","Without sequence","73.51","",""
"09/04/2024 20:00:00 - 09/04/2024 21:00:00","BZN|NL","Without sequence","79.92","",""
"09/04/2024 21:00:00 - 09/04/2024 22:00:00","BZN|NL","Without sequence","66.64","",""
"09/04/2024 22:00:00 - 09/04/2024 23:00:00","BZN|NL","Without sequence","59.52","",""
"09/04/2024 23:00:00 - 10/04/2024 00:00:00","BZN|NL","Without sequence","34.54","",""
"10/04/2024 00:00:00 - 10/04/2024 01:00:00","BZN|NL","Without sequence","12.9","",""
"10/04/2024 01:00:00 - 10/04/2024 02:00:00","BZN|NL","Without sequence","5.1","",""
"10/04/2024 02:00:00 - 10/04/2024 03:00:00","BZN|NL","Without sequence","5.0","",""
"10/04/2024 03:00:00 - 10/04/2024 04:00:00","BZN|NL","Without sequence","8.99","",""
"10/04/2024 04:00:00 - 10/04/2024 05:00:00","BZN|NL","Without sequence","24.7","",""
"10/04/2024 05:00:00 - 10/04/2024 06:00:00","BZN|NL","Without sequence","48.8","",""
"10/04/2024 06:00:00 - 10/04/2024 07:00:00","BZN|NL","Without sequence","74.75","",""
"10/04/2024 07:00:00 - 10/04/2024 08:00:00","BZN|NL","Without sequence","99.63","",""
"10/04/2024 08:00:00 - 10/04/2024 09:00:00","BZN|NL","Without sequence","106.7","",""
"10/04/2024 09:00:00 - 10/04/2024 10:00:00","BZN|NL","Without sequence","80.46","",""
"10/04/2024 10:00:00 - 10/04/2024 11:00:00","BZN|NL","Without sequence","67.64","",""
"10/04/2024 11:00:00 - 10/04/2024 12:00:00","BZN|NL","Without sequence","52.99","",""
"10/04/2024 12:00:00 - 10/04/2024 13:00:00","BZN|NL","Without sequence","19.21","",""
"10/04/2024 13:00:00 - 10/04/2024 14:00:00","BZN|NL","Without sequence","8.93","",""
"10/04/2024 14:00:00 - 10/04/2024 15:00:00","BZN|NL","Without sequence","0.0","",""
"10/04/2024 15:00:00 - 10/04/2024 16:00:00","BZN|NL","Without sequence","-0.1","",""
"10/04/2024 16:00:00 - 10/04/2024 17:00:00","BZN|NL","Without sequence","22.0","",""
"10/04/2024 17:00:00 - 10/04/2024 18:00:00","BZN|NL","Without sequence","64.9","",""
"10/04/2024 18:00:00 - 10/04/2024 19:00:00","BZN|NL","Without sequence","82.65","",""
"10/04/2024 19:00:00 - 10/04/2024 20:00:00","BZN|NL","Without sequence","145.46","",""
"10/04/2024 20:00:00 - 10/04/2024 21:00:00","BZN|NL","Without sequence","141.1","",""
"10/04/2024 21:00:00 - 10/04/2024 22:00:00","BZN|NL","Without sequence","88.28","",""
"10/04/2024 22:00:00 - 10/04/2024 23:00:00","BZN|NL","Without sequence","72.35","",""
"10/04/2024 23:00:00 - 11/04/2024 00:00:00","BZN|NL","Without sequence","65.1","",""
"11/04/2024 00:00:00 - 11/04/2024 01:00:00","BZN|NL","Without sequence","48.59","",""
"11/04/2024 01:00:00 - 11/04/2024 02:00:00","BZN|NL","Without sequence","26.67","",""
"11/04/2024 02:00:00 - 11/04/2024 03:00:00","BZN|NL","Without sequence","23.68","",""
"11/04/2024 03:00:00 - 11/04/2024 04:00:00","BZN|NL","Without sequence","9.99","",""
"11/04/2024 04:00:00 - 11/04/2024 05:00:00","BZN|NL","Without sequence","7.98","",""
"11/04/2024 05:00:00 - 11/04/2024 06:00:00","BZN|NL","Without sequence","28.38","",""
"11/04/2024 06:00:00 - 11/04/2024 07:00:00","BZN|NL","Without sequence","66.11","",""
"11/04/2024 07:00:00 - 11/04/2024 08:00:00","BZN|NL","Without sequence","68.23","",""
"11/04/2024 08:00:00 - 11/04/2024 09:00:00","BZN|NL","Without sequence","52.2","",""
"11/04/2024 09:00:00 - 11/04/2024 10:00:00","BZN|NL","Without sequence","71.0","",""
"11/04/2024 10:00:00 - 11/04/2024 11:00:00","BZN|NL","Without sequence","71.5","",""
"11/04/2024 11:00:00 - 11/04/2024 12:00:00","BZN|NL","Without sequence","70.0","",""
"11/04/2024 12:00:00 - 11/04/2024 13:00:00","BZN|NL","Without sequence","74.9","",""
"11/04/2024 13:00:00 - 11/04/2024 14:00:00","BZN|NL","Without sequence","74.0","",""
"11/04/2024 14:00:00 - 11/04/2024 15:00:00","BZN|NL","Without sequence","85.05","",""
"11/04/2024 15:00:00 - 11/04/2024 16:00:00","BZN|NL","Without sequence","77.6","",""
"11/04/2024 16:00:00 - 11/04/2024 17:00:00","BZN|NL","Without sequence","69.0","",""
"11/04/2024 17:00:00 - 11/04/2024 18:00:00","BZN|NL","Without sequence","86.05","",""
"11/04/2024 18:00:00 - 11/04/2024 19:00:00","BZN|NL","Without sequence","100.7","",""
"11/04/2024 19:00:00 - 11/04/2024 20:00:00","BZN|NL","Without sequence","134.36","",""
"11/04/2024 20:00:00 - 11/04/2024 21:00:00","BZN|NL","Without sequence","119.8","",""
"11/04/2024 21:00:00 - 11/04/2024 22:00:00","BZN|NL","Without sequence","91.05","",""
"11/04/2024 22:00:00 - 11/04/2024 23:00:00","BZN|NL","Without sequence","79.21","",""
"11/04/2024 23:00:00 - 12/04/2024 00:00:00","BZN|NL","Without sequence","75.75","",""
"12/04/2024 00:00:00 - 12/04/2024 01:00:00","BZN|NL","Without sequence","74.5","",""
"12/04/2024 01:00:00 - 12/04/2024 02:00:00","BZN|NL","Without sequence","70.35","",""
"12/04/2024 02:00:00 - 12/04/2024 03:00:00","BZN|NL","Without sequence","65.5","",""
"12/04/2024 03:00:00 - 12/04/2024 04:00:00","BZN|NL","Without sequence","59.02","",""
"12/04/2024 04:00:00 - 12/04/2024 05:00:00","BZN|NL","Without sequence","59.49","",""
"12/04/2024 05:00:00 - 12/04/2024 06:00:00","BZN|NL","Without sequence","64.01","",""
"12/04/2024 06:00:00 - 12/04/2024 07:00:00","BZN|NL","Without sequence","75.96","",""
"12/04/2024 07:00:00 - 12/04/2024 08:00:00","BZN|NL","Without sequence","91.01","",""
"12/04/2024 08:00:00 - 12/04/2024 09:00:00","BZN|NL","Without sequence","86.0","",""
"12/04/2024 09:00:00 - 12/04/2024 10:00:00","BZN|NL","Without sequence","76.4","",""
"12/04/2024 10:00:00 - 12/04/2024 11:00:00","BZN|NL","Without sequence","42.16","",""
"12/04/2024 11:00:00 - 12/04/2024 12:00:00","BZN|NL","Without sequence","18.84","",""
"12/04/2024 12:00:00 - 12/04/2024 13:00:00","BZN|NL","Without sequence","0.0","",""
"12/04/2024 13:00:00 - 12/04/2024 14:00:00","BZN|NL","Without sequence","-0.1","",""
"12/04/2024 14:00:00 - 12/04/2024 15:00:00","BZN|NL","Without sequence","-10.02","",""
"12/04/2024 15:00:00 - 12/04/2024 16:00:00","BZN|NL","Without sequence","-5.03","",""
